,基隆,汐止,萬里,新店,土城,板橋,新莊,菜寮,林口,淡水,士林,中山,萬華,古亭,松山,桃園,大園,觀音,平鎮,龍潭,陽明,富貴角,豐原,沙鹿,大里,忠明,西屯,彰化,線西,二林,南投,竹山,埔里,湖口,竹東,新竹,頭份,苗栗,三義,斗六,崙背,新港,朴子,台西,嘉義,新營,善化,安南,台南,麥寮,美濃,橋頭,仁武,大寮,林園,楠梓,左營,前金,前鎮,小港,屏東,潮州,恆春,宜蘭,冬山,台東,花蓮,關山,金門,馬公,馬祖
2019-02-03-13,-999,19.0,24,24.0,31.0,28.0,-999,25,26.0,21.0,36.0,26.0,24.0,29,31.0,20,35.0,38.0,42.0,50.0,12.0,35.0,19.0,39.0,20.0,15.0,21.0,28.0,43.0,42.0,18.0,14.0,14.0,25.0,31.0,33.0,26,40.0,28.0,13.0,33.0,17.0,22.0,41.0,5.0,10,11.0,16.0,10.0,28.0,4.0,14.0,16.0,-999,3,22.0,5.0,17.0,2.0,9.0,18.0,8.0,16,10.0,8.0,6.0,5.0,7.0,27.0,15.0,28.0
2019-02-03-14,15,21.0,24,21.0,30.0,26.0,28,25,27.0,25.0,21.0,22.0,22.0,26,25.0,16,34.0,50.0,38.0,48.0,24.0,37.0,32.0,38.0,24.0,26.0,29.0,37.0,45.0,55.0,31.0,27.0,15.0,25.0,35.0,34.0,28,47.0,37.0,16.0,30.0,14.0,13.0,29.0,22.0,6,3.0,8.0,10.0,26.0,13.0,17.0,11.0,21,4,17.0,12.0,15.0,3.0,10.0,11.0,10.0,18,10.0,7.0,5.0,1.0,7.0,25.0,14.0,28.0
2019-02-03-15,22,21.0,24,26.0,28.0,28.0,25,25,24.0,36.0,32.0,28.0,29.0,29,32.0,31,30.0,51.0,42.0,45.0,22.0,36.0,34.0,40.0,26.0,33.0,39.0,39.0,43.0,61.0,38.0,39.0,24.0,25.0,34.0,33.0,28,43.0,43.0,26.0,34.0,17.0,4.0,14.0,19.0,8,13.0,13.0,9.0,10.0,5.0,11.0,14.0,22,4,15.0,16.0,9.0,2.0,9.0,15.0,14.0,6,9.0,6.0,3.0,1.0,7.0,26.0,14.0,27.0
2019-02-03-16,24,23.0,24,30.0,29.0,27.0,25,25,25.0,38.0,23.0,28.0,27.0,28,28.0,34,37.0,54.0,24.0,35.0,20.0,37.0,44.0,45.0,33.0,40.0,47.0,41.0,53.0,60.0,45.0,34.0,35.0,26.0,33.0,29.0,29,39.0,45.0,52.0,52.0,14.0,4.0,11.0,22.0,4,13.0,15.0,14.0,3.0,4.0,17.0,10.0,19,-999,9.0,18.0,5.0,7.0,9.0,4.0,8.0,8,7.0,13.0,5.0,1.0,8.0,28.0,14.0,28.0
2019-02-03-17,23,27.0,28,25.0,32.0,28.0,27,30,28.0,38.0,36.0,23.0,29.0,23,35.0,39,27.0,41.0,33.0,37.0,20.0,32.0,44.0,50.0,30.0,44.0,48.0,41.0,63.0,57.0,47.0,36.0,36.0,33.0,40.0,30.0,36,42.0,43.0,53.0,52.0,11.0,9.0,10.0,17.0,4,15.0,13.0,13.0,2.0,10.0,13.0,9.0,12,6,11.0,10.0,15.0,7.0,7.0,11.0,5.0,11,13.0,15.0,9.0,1.0,10.0,28.0,14.0,22.0
2019-02-03-18,21,29.0,31,23.0,34.0,30.0,27,35,31.0,41.0,39.0,20.0,24.0,27,29.0,34,41.0,94.0,33.0,40.0,24.0,29.0,49.0,57.0,30.0,54.0,55.0,50.0,59.0,64.0,47.0,46.0,34.0,35.0,53.0,42.0,42,50.0,47.0,57.0,65.0,11.0,13.0,15.0,12.0,8,13.0,9.0,19.0,30.0,10.0,12.0,5.0,9,4,9.0,2.0,15.0,8.0,3.0,4.0,6.0,7,24.0,18.0,5.0,4.0,8.0,29.0,13.0,16.0
2019-02-03-19,22,31.0,31,26.0,37.0,34.0,29,37,35.0,41.0,44.0,24.0,26.0,29,34.0,38,43.0,60.0,58.0,46.0,29.0,26.0,42.0,59.0,27.0,58.0,64.0,53.0,58.0,72.0,47.0,48.0,28.0,37.0,57.0,44.0,44,51.0,55.0,58.0,74.0,28.0,15.0,47.0,24.0,11,13.0,8.0,9.0,71.0,8.0,17.0,10.0,7,4,17.0,1.0,19.0,6.0,7.0,1.0,8.0,12,31.0,15.0,6.0,8.0,10.0,26.0,12.0,16.0
2019-02-03-20,23,30.0,28,26.0,39.0,37.0,33,33,35.0,36.0,38.0,35.0,21.0,38,29.0,47,56.0,45.0,58.0,52.0,12.0,30.0,37.0,63.0,32.0,60.0,72.0,48.0,65.0,68.0,47.0,43.0,28.0,40.0,53.0,40.0,42,48.0,57.0,54.0,91.0,50.0,14.0,80.0,31.0,13,14.0,7.0,12.0,75.0,17.0,18.0,16.0,7,5,16.0,1.0,12.0,1.0,5.0,16.0,15.0,5,27.0,10.0,7.0,13.0,12.0,24.0,18.0,10.0
2019-02-03-21,26,28.0,28,27.0,39.0,36.0,34,28,36.0,33.0,40.0,36.0,33.0,41,30.0,50,46.0,55.0,67.0,55.0,2.0,16.0,30.0,59.0,33.0,55.0,60.0,43.0,67.0,57.0,46.0,36.0,28.0,43.0,46.0,44.0,36,53.0,41.0,61.0,93.0,69.0,27.0,85.0,46.0,18,13.0,12.0,7.0,76.0,10.0,13.0,10.0,13,2,23.0,1.0,22.0,1.0,9.0,12.0,15.0,7,24.0,16.0,9.0,11.0,11.0,28.0,19.0,8.0
2019-02-03-22,24,29.0,28,32.0,40.0,39.0,35,29,40.0,34.0,38.0,31.0,29.0,32,27.0,52,55.0,53.0,63.0,55.0,11.0,8.0,18.0,40.0,29.0,51.0,56.0,32.0,65.0,52.0,43.0,29.0,25.0,45.0,41.0,48.0,36,91.0,23.0,51.0,79.0,82.0,44.0,88.0,50.0,15,8.0,9.0,14.0,85.0,12.0,14.0,13.0,15,6,14.0,1.0,14.0,2.0,10.0,30.0,12.0,12,30.0,20.0,10.0,2.0,15.0,32.0,16.0,10.0
2019-02-03-23,25,31.0,24,31.0,36.0,37.0,40,33,45.0,36.0,43.0,26.0,32.0,31,32.0,43,48.0,91.0,60.0,54.0,9.0,18.0,12.0,40.0,35.0,39.0,51.0,33.0,61.0,54.0,38.0,21.0,30.0,44.0,36.0,50.0,52,137.0,27.0,44.0,73.0,75.0,63.0,92.0,46.0,13,4.0,15.0,11.0,86.0,17.0,18.0,10.0,13,6,23.0,1.0,17.0,2.0,3.0,19.0,12.0,10,28.0,18.0,5.0,4.0,17.0,39.0,22.0,9.0
2019-02-04-00,26.0,31.0,19.0,29.0,37.0,38,36.0,35.0,46.0,36.0,36.0,30.0,25.0,35.0,32.0,53.0,57,131.0,91,83.0,9.0,26.0,17.0,97,42.0,57.0,57.0,29.0,86.0,51.0,35.0,16.0,31.0,80.0,68.0,68.0,102.0,124.0,45.0,24,74,69.0,67.0,97,28,30.0,2.0,9.0,9.0,79,9.0,19.0,17.0,17.0,10.0,11.0,3.0,9.0,2.0,17.0,22.0,7.0,5.0,20,17,2,13,15.0,38.0,44.0,15.0
2019-02-04-01,32.0,32.0,15.0,31.0,39.0,43,34.0,38.0,44.0,32.0,29.0,26.0,32.0,31.0,33.0,54.0,56,84.0,106,94.0,11.0,33.0,19.0,91,51.0,62.0,64.0,35.0,106.0,46.0,34.0,16.0,28.0,98.0,82.0,76.0,101.0,72.0,36.0,14,79,55.0,63.0,96,14,65.0,1.0,15.0,1.0,81,3.0,20.0,16.0,23.0,9.0,16.0,9.0,18.0,16.0,17.0,19.0,13.0,5.0,22,18,2,11,15.0,26.0,45.0,20.0
2019-02-04-02,28.0,33.0,21.0,21.0,38.0,45,36.0,38.0,46.0,27.0,40.0,32.0,28.0,31.0,36.0,51.0,66,82.0,107,94.0,10.0,34.0,14.0,33,43.0,75.0,74.0,34.0,96.0,53.0,35.0,18.0,30.0,62.0,55.0,65.0,62.0,48.0,17.0,13,71,55.0,58.0,92,1,38.0,1.0,20.0,1.0,83,1.0,18.0,12.0,22.0,6.0,12.0,5.0,14.0,15.0,16.0,15.0,6.0,5.0,21,19,8,7,10.0,19.0,20.0,21.0
2019-02-04-03,26.0,26.0,20.0,23.0,38.0,44,34.0,33.0,36.0,21.0,32.0,27.0,25.0,30.0,37.0,47.0,53,43.0,66,60.0,2.0,27.0,11.0,31,38.0,77.0,79.0,41.0,92.0,55.0,36.0,17.0,32.0,44.0,47.0,57.0,49.0,45.0,14.0,12,61,45.0,50.0,89,1,16.0,1.0,20.0,7.0,74,1.0,14.0,11.0,19.0,7.0,15.0,3.0,22.0,8.0,12.0,15.0,9.0,8.0,16,18,6,7,10.0,17.0,8.0,26.0
2019-02-04-04,20.0,15.0,18.0,18.0,32.0,31,25.0,21.0,21.0,16.0,25.0,28.0,24.0,15.0,30.0,37.0,31,27.0,41,46.0,1.0,24.0,16.0,31,32.0,64.0,56.0,47.0,76.0,54.0,34.0,9.0,32.0,32.0,42.0,44.0,41.0,36.0,13.0,14,53,47.0,45.0,82,1,9.0,5.0,16.0,8.0,69,2.0,11.0,2.0,13.0,9.0,12.0,3.0,8.0,4.0,8.0,1.0,4.0,9.0,17,16,1,5,10.0,12.0,8.0,24.0
2019-02-04-05,13.0,5.0,16.0,2.0,15.0,15,14.0,12.0,12.0,13.0,2.0,15.0,19.0,8.0,18.0,31.0,13,24.0,28,33.0,1.0,27.0,23.0,26,29.0,48.0,37.0,42.0,51.0,47.0,31.0,6.0,31.0,19.0,36.0,30.0,38.0,38.0,17.0,9,48,33.0,36.0,72,13,15.0,16.0,13.0,18.0,72,2.0,12.0,10.0,13.0,8.0,17.0,2.0,12.0,4.0,7.0,3.0,5.0,7.0,13,6,4,5,8.0,14.0,7.0,28.0
2019-02-04-06,11.0,3.0,14.0,2.0,9.0,9,3.0,8.0,8.0,8.0,3.0,9.0,10.0,9.0,4.0,11.0,16,28.0,20,20.0,1.0,26.0,21.0,35,21.0,21.0,21.0,36.0,42.0,45.0,30.0,9.0,28.0,18.0,24.0,24.0,27.0,38.0,18.0,15,44,32.0,29.0,64,15,25.0,14.0,10.0,18.0,63,2.0,17.0,2.0,16.0,12.0,14.0,1.0,4.0,2.0,12.0,1.0,3.0,6.0,5,1,5,5,8.0,17.0,9.0,35.0
2019-02-04-07,9.0,2.0,13.0,1.0,9.0,7,1.0,6.0,9.0,5.0,7.0,3.0,4.0,7.0,7.0,3.0,25,25.0,25,8.0,2.0,26.0,26.0,47,20.0,24.0,31.0,33.0,43.0,43.0,35.0,13.0,27.0,19.0,16.0,21.0,14.0,29.0,16.0,24,40,27.0,19.0,58,16,22.0,8.0,17.0,26.0,54,7.0,16.0,11.0,15.0,7.0,14.0,1.0,14.0,1.0,9.0,4.0,7.0,7.0,5,1,3,1,11.0,20.0,18.0,30.0
2019-02-04-08,13.0,2.0,14.0,3.0,7.0,7,2.0,6.0,10.0,7.0,11.0,2.0,1.0,6.0,4.0,1.0,26,22.0,13,6.0,2.0,29.0,26.0,34,24.0,34.0,35.0,40.0,35.0,37.0,33.0,20.0,28.0,16.0,14.0,17.0,4.0,16.0,11.0,25,54,43.0,30.0,45,17,29.0,2.0,15.0,27.0,40,5.0,19.0,12.0,14.0,10.0,8.0,10.0,12.0,12.0,10.0,1.0,9.0,7.0,5,-999,1,2,10.0,24.0,22.0,31.0
2019-02-04-09,17.0,6.0,22.0,5.0,9.0,8,4.0,7.0,13.0,9.0,6.0,2.0,3.0,9.0,9.0,1.0,24,31.0,22,7.0,1.0,29.0,29.0,19,31.0,35.0,38.0,33.0,21.0,27.0,29.0,21.0,28.0,13.0,12.0,18.0,6.0,8.0,8.0,-999,44,53.0,33.0,29,24,25.0,14.0,22.0,26.0,26,12.0,14.0,17.0,14.0,10.0,15.0,21.0,32.0,16.0,11.0,9.0,17.0,7.0,9,2,1,-999,9.0,24.0,14.0,40.0
2019-02-04-10,19.0,8.0,24.0,9.0,9.0,10,7.0,9.0,14.0,13.0,2.0,7.0,1.0,11.0,7.0,2.0,37,42.0,-999,6.0,1.0,33.0,17.0,19,28.0,23.0,23.0,19.0,16.0,19.0,38.0,35.0,25.0,17.0,10.0,24.0,14.0,18.0,9.0,-999,37,48.0,42.0,-999,37,53.0,27.0,22.0,26.0,21,13.0,14.0,19.0,14.0,12.0,17.0,22.0,31.0,12.0,15.0,9.0,13.0,7.0,6,2,3,11,10.0,25.0,15.0,55.0
2019-02-04-11,21.0,13.0,24.0,12.0,9.0,-999,9.0,10.0,19.0,16.0,1.0,13.0,9.0,12.0,9.0,10.0,-999,43.0,16,4.0,1.0,44.0,16.0,-999,17.0,15.0,16.0,14.0,16.0,14.0,43.0,51.0,21.0,24.0,10.0,27.0,19.0,27.0,10.0,32,33,40.0,31.0,17,-999,41.0,42.0,31.0,35.0,19,9.0,29.0,18.0,15.0,21.0,23.0,14.0,32.0,9.0,17.0,12.0,17.0,5.0,-999,4,3,9,8.0,30.0,20.0,69.0
2019-02-04-12,19.0,16.0,24.0,15.0,15.0,11,10.0,13.0,20.0,16.0,9.0,16.0,7.0,16.0,12.0,10.0,-999,45.0,30,10.0,1.0,41.0,8.0,25,14.0,11.0,11.0,12.0,24.0,19.0,35.0,46.0,16.0,28.0,11.0,34.0,24.0,25.0,12.0,42,36,32.0,25.0,19,-999,36.0,42.0,37.0,40.0,-999,8.0,33.0,28.0,16.0,14.0,31.0,15.0,16.0,11.0,12.0,19.0,8.0,5.0,7,5,1,2,8.0,34.0,20.0,78.0
2019-02-04-13,19.0,16.0,24.0,20.0,15.0,11,11.0,14.0,17.0,13.0,9.0,11.0,7.0,12.0,11.0,12.0,-999,44.0,30,14.0,1.0,41.0,16.0,23,14.0,20.0,17.0,17.0,37.0,22.0,28.0,38.0,15.0,29.0,11.0,39.0,28.0,20.0,10.0,45,39,35.0,13.0,20,52,26.0,36.0,33.0,46.0,30,39.0,27.0,32.0,13.0,12.0,30.0,16.0,28.0,22.0,22.0,24.0,15.0,5.0,7,5,1,1,10.0,38.0,24.0,85.0
2019-02-04-14,21.0,17.0,26.0,18.0,17.0,15,13.0,12.0,16.0,9.0,6.0,15.0,8.0,11.0,15.0,6.0,58,55.0,37,20.0,1.0,42.0,18.0,26,17.0,17.0,20.0,21.0,40.0,28.0,23.0,33.0,18.0,29.0,14.0,37.0,26.0,19.0,10.0,41,-999,29.0,15.0,24,43,30.0,23.0,28.0,35.0,30,35.0,28.0,31.0,17.0,40.0,32.0,21.0,18.0,18.0,33.0,30.0,11.0,7.0,6,7,2,8,7.0,38.0,30.0,84.0
2019-02-04-15,25.0,19.0,28.0,20.0,22.0,13,12.0,12.0,16.0,10.0,1.0,10.0,10.0,19.0,17.0,14.0,51,55.0,40,14.0,2.0,41.0,23.0,30,8.0,29.0,23.0,28.0,38.0,28.0,21.0,31.0,17.0,32.0,14.0,39.0,25.0,33.0,15.0,36,42,28.0,13.0,31,29,34.0,21.0,20.0,28.0,31,22.0,35.0,35.0,22.0,15.0,27.0,23.0,31.0,18.0,23.0,20.0,15.0,7.0,7,6,-999,8,5.0,37.0,35.0,66.0
2019-02-04-16,31.0,24.0,30.0,26.0,25.0,15,15.0,16.0,20.0,15.0,1.0,19.0,17.0,25.0,22.0,10.0,51,62.0,36,16.0,4.0,47.0,15.0,31,12.0,22.0,28.0,33.0,34.0,29.0,24.0,32.0,15.0,34.0,11.0,46.0,28.0,43.0,25.0,33,42,33.0,26.0,35,36,32.0,25.0,29.0,35.0,27,22.0,30.0,34.0,13.0,1.0,30.0,18.0,23.0,11.0,22.0,20.0,10.0,5.0,11,6,11,5,7.0,38.0,36.0,53.0
2019-02-04-17,36.0,27.0,36.0,28.0,29.0,24,17.0,20.0,23.0,18.0,5.0,16.0,15.0,20.0,21.0,19.0,56,63.0,27,21.0,3.0,53.0,16.0,36,18.0,25.0,33.0,34.0,28.0,31.0,31.0,29.0,17.0,40.0,15.0,52.0,36.0,43.0,37.0,29,42,39.0,26.0,31,37,34.0,29.0,29.0,39.0,24,28.0,37.0,44.0,11.0,1.0,27.0,23.0,47.0,23.0,11.0,11.0,11.0,4.0,13,11,8,7,9.0,40.0,43.0,52.0
2019-02-04-18,39.0,27.0,41.0,23.0,27.0,24,19.0,24.0,23.0,23.0,3.0,22.0,24.0,25.0,18.0,12.0,50,61.0,19,20.0,4.0,61.0,11.0,40,25.0,25.0,36.0,44.0,34.0,34.0,36.0,33.0,17.0,45.0,22.0,48.0,40.0,41.0,40.0,41,41,40.0,30.0,27,46,40.0,29.0,35.0,44.0,26,33.0,39.0,37.0,14.0,1.0,32.0,24.0,39.0,25.0,4.0,10.0,4.0,5.0,12,6,6,4,10.0,41.0,52.0,49.0
2019-02-04-19,37.0,30.0,39.0,19.0,25.0,25,21.0,24.0,23.0,25.0,14.0,27.0,24.0,35.0,23.0,25.0,54,55.0,34,21.0,6.0,57.0,20.0,40,31.0,36.0,39.0,46.0,41.0,34.0,36.0,33.0,24.0,47.0,25.0,48.0,39.0,42.0,40.0,48,49,37.0,33.0,32,37,40.0,42.0,30.0,33.0,29,37.0,36.0,40.0,18.0,1.0,34.0,34.0,40.0,30.0,23.0,17.0,4.0,5.0,11,6,10,8,10.0,46.0,59.0,55.0
2019-02-04-20,38.0,32.0,32.0,16.0,28.0,27,22.0,23.0,26.0,22.0,5.0,31.0,26.0,28.0,27.0,26.0,55,63.0,42,14.0,6.0,52.0,24.0,40,29.0,40.0,41.0,43.0,38.0,33.0,38.0,35.0,31.0,49.0,27.0,55.0,44.0,49.0,36.0,54,47,42.0,32.0,35,43,40.0,48.0,34.0,33.0,30,47.0,41.0,31.0,13.0,1.0,40.0,39.0,28.0,34.0,26.0,25.0,1.0,7.0,24,9,8,21,14.0,62.0,54.0,65.0
2019-02-04-21,33.0,27.0,24.0,16.0,32.0,25,18.0,21.0,24.0,19.0,19.0,26.0,17.0,20.0,23.0,31.0,49,60.0,56,20.0,3.0,54.0,26.0,43,33.0,39.0,43.0,38.0,38.0,30.0,42.0,40.0,33.0,48.0,26.0,54.0,46.0,55.0,42.0,45,42,48.0,36.0,39,47,36.0,44.0,34.0,31.0,33,40.0,42.0,41.0,9.0,1.0,40.0,35.0,33.0,27.0,32.0,38.0,1.0,7.0,37,8,4,23,16.0,81.0,45.0,69.0
2019-02-04-22,26.0,23.0,19.0,24.0,24.0,18,15.0,21.0,24.0,18.0,23.0,25.0,15.0,20.0,18.0,22.0,49,56.0,44,19.0,4.0,39.0,23.0,40,29.0,39.0,40.0,35.0,38.0,26.0,43.0,43.0,35.0,40.0,22.0,45.0,40.0,56.0,47.0,45,44,49.0,29.0,41,46,42.0,33.0,32.0,33.0,37,27.0,48.0,40.0,23.0,10.0,43.0,35.0,30.0,29.0,42.0,42.0,6.0,7.0,32,14,6,15,13.0,88.0,47.0,66.0
2019-02-04-23,24.0,23.0,18.0,26.0,18.0,18,18.0,24.0,25.0,17.0,31.0,20.0,9.0,18.0,14.0,19.0,42,50.0,41,22.0,2.0,38.0,19.0,43,28.0,42.0,43.0,45.0,42.0,28.0,42.0,48.0,28.0,35.0,22.0,46.0,40.0,53.0,43.0,46,44,41.0,36.0,42,47,52.0,29.0,33.0,34.0,40,45.0,42.0,41.0,35.0,31.0,48.0,24.0,39.0,40.0,33.0,44.0,10.0,5.0,24,14,7,18,13.0,88.0,49.0,62.0
2019-02-05-00,24,24.0,19.0,25.0,23,19.0,23.0,24.0,22.0,16,29.0,28,13,21.0,15,23.0,41.0,63.0,32.0,22,2,36,29.0,52.0,35.0,52.0,41.0,40,47,37.0,46.0,45.0,29.0,31.0,22.0,48.0,45,52.0,39.0,57.0,47,34.0,43.0,44.0,42.0,48,36,41.0,42.0,44.0,36.0,42,41.0,46.0,48.0,54,30.0,40.0,40.0,47.0,39.0,18.0,2.0,18.0,7.0,7.0,29.0,16.0,91.0,51.0,60.0
2019-02-05-01,-999,19.0,15.0,24.0,22,18.0,21.0,20.0,18.0,14,19.0,17,16,10.0,13,22.0,46.0,60.0,38.0,33,1,43,32.0,50.0,36.0,52.0,43.0,41,46,42.0,47.0,43.0,35.0,37.0,25.0,46.0,44,46.0,32.0,55.0,52,29.0,49.0,44.0,49.0,42,45,48.0,49.0,43.0,36.0,49,51.0,51.0,48.0,54,36.0,57.0,52.0,47.0,34.0,24.0,5.0,21.0,11.0,7.0,34.0,12.0,97.0,54.0,57.0
2019-02-05-02,14,11.0,11.0,17.0,15,13.0,12.0,15.0,14.0,9,25.0,14,12,8.0,15,24.0,50.0,47.0,40.0,33,1,36,34.0,43.0,39.0,55.0,41.0,37,43,36.0,47.0,41.0,30.0,39.0,33.0,51.0,46,44.0,23.0,52.0,48,34.0,44.0,46.0,44.0,42,51,47.0,53.0,39.0,40.0,50,56.0,45.0,54.0,51,49.0,48.0,54.0,47.0,42.0,33.0,8.0,24.0,7.0,5.0,40.0,11.0,102.0,56.0,57.0
2019-02-05-03,12,8.0,12.0,7.0,8,9.0,4.0,10.0,11.0,7,19.0,4,4,6.0,13,23.0,45.0,41.0,40.0,33,1,32,31.0,44.0,34.0,44.0,48.0,40,40,31.0,50.0,40.0,28.0,33.0,38.0,49.0,47,47.0,16.0,54.0,45,36.0,48.0,46.0,51.0,46,47,45.0,45.0,40.0,39.0,52,51.0,46.0,52.0,59,43.0,54.0,53.0,48.0,47.0,39.0,7.0,15.0,4.0,3.0,26.0,13.0,105.0,54.0,61.0
2019-02-05-04,10,7.0,11.0,3.0,8,6.0,3.0,8.0,9.0,7,28.0,4,1,7.0,14,27.0,35.0,39.0,30.0,26,1,33,29.0,44.0,34.0,50.0,42.0,40,42,25.0,51.0,40.0,28.0,28.0,37.0,39.0,41,47.0,13.0,48.0,42,44.0,43.0,44.0,49.0,49,50,45.0,42.0,39.0,40.0,54,48.0,48.0,54.0,63,36.0,48.0,51.0,49.0,56.0,40.0,6.0,15.0,9.0,4.0,7.0,15.0,108.0,52.0,60.0
2019-02-05-05,9,7.0,11.0,1.0,10,4.0,8.0,6.0,8.0,8,12.0,1,4,5.0,10,23.0,26.0,32.0,24.0,22,2,35,31.0,33.0,39.0,53.0,40.0,44,46,31.0,50.0,39.0,25.0,28.0,36.0,34.0,38,41.0,11.0,60.0,49,37.0,50.0,46.0,61.0,52,46,48.0,35.0,39.0,32.0,49,47.0,48.0,55.0,-999,42.0,59.0,60.0,51.0,51.0,35.0,7.0,13.0,11.0,5.0,6.0,14.0,121.0,45.0,58.0
2019-02-05-06,13,8.0,12.0,3.0,7,7.0,10.0,6.0,12.0,14,18.0,6,7,8.0,17,22.0,33.0,38.0,24.0,17,2,36,33.0,30.0,29.0,55.0,39.0,36,40,34.0,51.0,40.0,27.0,30.0,32.0,32.0,31,35.0,12.0,51.0,48,33.0,47.0,50.0,58.0,42,48,42.0,40.0,48.0,36.0,45,50.0,48.0,59.0,60,49.0,61.0,41.0,44.0,54.0,40.0,7.0,8.0,7.0,6.0,8.0,14.0,151.0,39.0,62.0
2019-02-05-07,18,9.0,15.0,6.0,9,10.0,9.0,10.0,14.0,16,10.0,6,8,12.0,15,21.0,33.0,39.0,22.0,23,2,26,33.0,28.0,33.0,51.0,42.0,36,37,37.0,54.0,45.0,26.0,28.0,28.0,34.0,28,29.0,10.0,62.0,49,35.0,50.0,49.0,71.0,44,44,41.0,41.0,47.0,48.0,49,48.0,45.0,51.0,62,55.0,63.0,36.0,42.0,44.0,44.0,10.0,12.0,6.0,8.0,12.0,15.0,145.0,36.0,66.0
2019-02-05-08,20,12.0,18.0,5.0,12,13.0,9.0,13.0,14.0,13,18.0,15,-999,6.0,16,20.0,32.0,36.0,32.0,30,4,28,27.0,26.0,34.0,41.0,38.0,35,39,36.0,58.0,47.0,32.0,27.0,28.0,35.0,28,29.0,3.0,53.0,-999,41.0,40.0,48.0,61.0,49,42,35.0,42.0,42.0,41.0,49,49.0,43.0,43.0,49,39.0,60.0,36.0,42.0,45.0,52.0,5.0,10.0,12.0,6.0,15.0,14.0,100.0,27.0,69.0
2019-02-05-09,21,12.0,19.0,6.0,16,15.0,11.0,15.0,15.0,10,17.0,14,11,7.0,9,22.0,29.0,33.0,28.0,36,4,28,22.0,29.0,48.0,35.0,35.0,41,38,36.0,57.0,51.0,35.0,23.0,29.0,35.0,29,32.0,9.0,62.0,35,54.0,35.0,41.0,60.0,56,48,37.0,43.0,36.0,40.0,45,47.0,39.0,39.0,54,37.0,58.0,37.0,44.0,33.0,46.0,5.0,8.0,13.0,6.0,10.0,11.0,74.0,25.0,76.0
2019-02-05-10,21,17.0,19.0,10.0,-999,9.0,15.0,14.0,19.0,16,21.0,-999,13,6.0,12,17.0,28.0,31.0,35.0,21,-999,29,23.0,28.0,47.0,41.0,41.0,39,36,35.0,56.0,60.0,28.0,22.0,28.0,33.0,25,33.0,22.0,58.0,34,38.0,32.0,32.0,55.0,35,58,39.0,42.0,25.0,29.0,-999,49.0,35.0,28.0,48,34.0,53.0,39.0,32.0,34.0,39.0,7.0,9.0,7.0,6.0,7.0,5.0,65.0,26.0,71.0
2019-02-05-11,19,26.0,21.0,13.0,12,7.0,14.0,17.0,19.0,21,23.0,7,8,10.0,-999,20.0,30.0,28.0,25.0,26,11,-999,38.0,29.0,54.0,43.0,48.0,39,39,36.0,61.0,55.0,27.0,23.0,26.0,32.0,-999,33.0,24.0,70.0,33,33.0,32.0,30.0,51.0,30,51,39.0,41.0,23.0,15.0,-999,52.0,30.0,25.0,48,39.0,56.0,39.0,36.0,35.0,30.0,8.0,9.0,2.0,4.0,1.0,3.0,62.0,25.0,60.0
2019-02-05-12,20,28.0,23.0,18.0,18,16.0,15.0,23.0,15.0,21,23.0,1,23,29.0,7,15.0,23.0,29.0,32.0,21,10,22,43.0,23.0,50.0,45.0,40.0,41,34,33.0,52.0,53.0,22.0,20.0,26.0,32.0,25,35.0,32.0,66.0,36,25.0,21.0,24.0,48.0,25,35,33.0,31.0,27.0,10.0,27,49.0,26.0,21.0,41,32.0,59.0,38.0,24.0,35.0,23.0,12.0,10.0,1.0,2.0,1.0,7.0,70.0,24.0,61.0
2019-02-05-13,20,25.0,18.0,24.0,23,24.0,16.0,19.0,16.0,-999,20.0,1,30,29.0,16,17.0,21.0,27.0,25.0,39,17,24,43.0,22.0,52.0,38.0,38.0,-999,25,34.0,43.0,53.0,13.0,20.0,29.0,32.0,29,38.0,42.0,52.0,40,32.0,21.0,26.0,29.0,24,21,29.0,22.0,28.0,3.0,30,36.0,26.0,24.0,36,28.0,60.0,28.0,29.0,22.0,17.0,17.0,10.0,3.0,2.0,1.0,6.0,79.0,26.0,55.0
2019-02-05-14,17,22.0,15.0,21.0,24,25.0,17.0,19.0,20.0,31,23.0,10,34,18.0,17,17.0,19.0,26.0,27.0,28,15,25,37.0,22.0,43.0,42.0,33.0,-999,24,30.0,47.0,45.0,9.0,22.0,33.0,30.0,29,38.0,41.0,42.0,34,32.0,21.0,28.0,32.0,-999,27,28.0,30.0,23.0,8.0,27,26.0,26.0,16.0,27,24.0,47.0,28.0,28.0,12.0,15.0,12.0,9.0,5.0,2.0,4.0,3.0,78.0,27.0,46.0
2019-02-05-15,18,20.0,18.0,17.0,20,24.0,15.0,22.0,16.0,24,17.0,17,31,27.0,25,22.0,22.0,24.0,28.0,33,16,23,40.0,18.0,39.0,34.0,38.0,-999,24,30.0,46.0,41.0,11.0,22.0,29.0,25.0,25,35.0,38.0,38.0,40,29.0,30.0,36.0,28.0,28,27,33.0,31.0,24.0,5.0,25,27.0,25.0,23.0,23,26.0,36.0,32.0,31.0,1.0,9.0,12.0,10.0,8.0,1.0,1.0,7.0,64.0,25.0,40.0
